"","TRANSMITTER","DETECTEDID","DATETIME","X","Y","D","LAT","LON","n","HPE","HPEm","TEMP","DEPTH","ACCEL","DRX","URX","SDx","SDy","DATETIME_formatted"
"463","Jonah35","A69-1602-17084","7/4/2019 7:25",1051.18,912.54,6.4,43.067132,-70.708446,4,7.7,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",4.345514993,9.541941744,2019-07-04 07:25:00
"464","Jonah35","A69-1602-17084","7/4/2019 7:33",1052.16,915.1,6.4,43.067155,-70.708434,18,2.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 07:33:00
"465","Jonah35","A69-1602-17084","7/4/2019 7:38",1051.68,914.71,6.4,43.067151,-70.70844,14,2.8,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11 S13","S01 S02 S09 S10 S11 S13",2.024732046,6.455419845,2019-07-04 07:38:00
"466","Jonah35","A69-1602-17084","7/4/2019 7:41",1052.88,915.85,6.4,43.067162,-70.708425,18,2.7,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 07:41:00
"467","Jonah35","A69-1602-17084","7/4/2019 7:43",1052.97,914.08,6.4,43.067146,-70.708424,18,2.7,NA,NA,NA,NA,"S02 S03 S05 S08 S09 S10 S11","S02 S05 S08 S09 S10 S11",2.024732046,6.455419845,2019-07-04 07:43:00
"468","Jonah35","A69-1602-17084","7/4/2019 7:49",1052.99,913.52,6.4,43.067141,-70.708423,3,4.5,NA,NA,NA,NA,"S03 S05 S08 S15","S03 S05 S08 S15",3.34333392,12.32610668,2019-07-04 07:49:00
"469","Jonah35","A69-1602-17084","7/4/2019 7:55",1053.58,915.39,6.4,43.067157,-70.708416,3,6,NA,NA,NA,NA,"S01 S05 S08 S09","S01 S05 S08 S09",4.890255191,19.61112565,2019-07-04 07:55:00
"470","Jonah35","A69-1602-17084","7/4/2019 7:57",1052.14,913.79,6.4,43.067143,-70.708434,18,3.2,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10","S01 S02 S05 S08 S09 S10",4.402625536,16.52141732,2019-07-04 07:57:00
"471","Jonah35","A69-1602-17084","7/4/2019 8:02",1053.36,916.36,6.4,43.067166,-70.708419,8,3.5,NA,NA,NA,NA,"S03 S05 S08 S09 S10","S03 S05 S08 S09 S10",4.402625536,16.52141732,2019-07-04 08:02:00
"472","Jonah35","A69-1602-17084","7/4/2019 8:06",1054.3,917.11,6.4,43.067173,-70.708407,18,2.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 08:06:00
"473","Jonah35","A69-1602-17084","7/4/2019 8:09",1048.83,913.57,6.4,43.067141,-70.708475,7,5.2,NA,NA,NA,NA,"S02 S03 S08 S09 S10","S02 S03 S08 S09 S10",4.890255191,19.61112565,2019-07-04 08:09:00
"474","Jonah35","A69-1602-17084","7/4/2019 8:12",1052.59,915.34,6.4,43.067157,-70.708428,18,3.2,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S10","S01 S02 S05 S08 S09 S10",4.402625536,16.52141732,2019-07-04 08:12:00
"475","Jonah35","A69-1602-17084","7/4/2019 8:14",1048.37,914.1,6.4,43.067146,-70.70848,18,2.7,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 08:14:00
"476","Jonah35","A69-1602-17084","7/4/2019 8:18",1050.76,913.18,6.4,43.067138,-70.708451,14,3.4,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S10 S13","S01 S02 S05 S09 S10 S13",4.402625536,16.52141732,2019-07-04 08:18:00
"477","Jonah35","A69-1602-17084","7/4/2019 8:21",1056.64,912.93,6.4,43.067135,-70.708379,4,8.2,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",4.245424415,10.61916027,2019-07-04 08:21:00
"478","Jonah35","A69-1602-17084","7/4/2019 8:27",1050.33,914.88,6.4,43.067153,-70.708456,3,3.9,NA,NA,NA,NA,"S02 S08 S11 S13","S02 S08 S11 S13",4.402625536,16.52141732,2019-07-04 08:27:00
"479","Jonah35","A69-1602-17084","7/4/2019 8:36",1052.56,915.05,6.4,43.067154,-70.708429,17,2.8,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S11","S01 S02 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 08:36:00
"480","Jonah35","A69-1602-17084","7/4/2019 8:39",1054.63,914.3,6.4,43.067148,-70.708403,8,4.8,NA,NA,NA,NA,"S01 S02 S05 S08 S09","S01 S02 S05 S08 S09",3.34333392,12.32610668,2019-07-04 08:39:00
"481","Jonah35","A69-1602-17084","7/4/2019 8:41",1049.7,915.74,6.4,43.067161,-70.708464,10,6.3,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 08:41:00
"482","Jonah35","A69-1602-17084","7/4/2019 8:44",1053.1,917.39,6.4,43.067175,-70.708422,17,2.8,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S11","S01 S02 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 08:44:00
"483","Jonah35","A69-1602-17084","7/4/2019 8:52",1051.11,915.96,6.4,43.067162,-70.708447,9,3.1,NA,NA,NA,NA,"S01 S02 S05 S08 S11","S01 S02 S05 S08 S11",4.402625536,16.52141732,2019-07-04 08:52:00
"484","Jonah35","A69-1602-17084","7/4/2019 8:54",1054.29,913.74,6.4,43.067143,-70.708407,4,15.5,NA,NA,NA,NA,"S01 S02 S03 S08","S01 S02 S03 S08",6.232377433,12.40730681,2019-07-04 08:54:00
"485","Jonah35","A69-1602-17084","7/4/2019 8:57",1051.79,913.49,6.4,43.06714,-70.708438,10,6.5,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 08:57:00
"486","Jonah35","A69-1602-17084","7/4/2019 8:59",1052.2,913.4,6.4,43.067139,-70.708433,10,6.5,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 08:59:00
"487","Jonah35","A69-1602-17084","7/4/2019 9:03",1053.73,912.12,6.4,43.067128,-70.708414,4,7.9,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",4.345514993,9.541941744,2019-07-04 09:03:00
"488","Jonah35","A69-1602-17084","7/4/2019 9:06",1051.49,913.02,6.4,43.067136,-70.708442,19,2.7,NA,NA,NA,NA,"S01 S02 S05 S08 S10 S11","S01 S02 S05 S08 S10 S11",2.024732046,6.455419845,2019-07-04 09:06:00
"489","Jonah35","A69-1602-17084","7/4/2019 9:11",1058.64,909.94,6.4,43.067108,-70.708354,1,10.8,NA,NA,NA,NA,"S02 S05 S08","S02 S05 S08",5.48788402,10.41872535,2019-07-04 09:11:00
"490","Jonah35","A69-1602-17084","7/4/2019 9:55",1055.8,912.56,6.4,43.067132,-70.708389,1,10.1,NA,NA,NA,NA,"S02 S05 S08","S02 S05 S08",5.48788402,10.41872535,2019-07-04 09:55:00
"491","Jonah35","A69-1602-17084","7/4/2019 9:58",1053.42,912.25,6.4,43.067129,-70.708418,10,6.5,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 09:58:00
"493","Jonah35","A69-1602-17084","7/4/2019 10:14",1051.91,913.56,6.4,43.067141,-70.708437,17,2.7,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S11","S01 S02 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 10:14:00
"494","Jonah35","A69-1602-17084","7/4/2019 10:16",1051.61,914.58,6.4,43.06715,-70.70844,18,2.9,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S11","S01 S02 S03 S05 S08 S11",2.024732046,6.455419845,2019-07-04 10:16:00
"495","Jonah35","A69-1602-17084","7/4/2019 10:22",1054.64,912.29,6.4,43.067129,-70.708403,10,6.5,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 10:22:00
"496","Jonah35","A69-1602-17084","7/4/2019 10:34",1055.48,910.14,6.4,43.06711,-70.708393,10,6.6,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 10:34:00
"497","Jonah35","A69-1602-17084","7/4/2019 10:40",1060.86,907.88,6.4,43.06709,-70.708327,4,10,NA,NA,NA,NA,"S01 S03 S05 S08","S01 S03 S05 S08",4.078874528,8.622159397,2019-07-04 10:40:00
"498","Jonah35","A69-1602-17084","7/4/2019 10:46",1055.58,908.79,6.4,43.067098,-70.708392,4,7.9,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",4.345514993,9.541941744,2019-07-04 10:46:00
"499","Jonah35","A69-1602-17084","7/4/2019 10:49",1055.2,907.6,6.4,43.067087,-70.708396,10,6.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 10:49:00
"500","Jonah35","A69-1602-17084","7/4/2019 10:55",1052.36,910.41,6.4,43.067113,-70.708431,4,11.4,NA,NA,NA,NA,"S01 S02 S03 S05","S01 S02 S03 S05",7.569926242,24.42873427,2019-07-04 10:55:00
"501","Jonah35","A69-1602-17084","7/4/2019 10:57",1053.76,908.62,6.4,43.067096,-70.708414,4,7.8,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",4.345514993,9.541941744,2019-07-04 10:57:00
"502","Jonah35","A69-1602-17084","7/4/2019 11:00",1050.69,910.09,6.4,43.06711,-70.708452,10,6.3,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 11:00:00
"503","Jonah35","A69-1602-17084","7/4/2019 11:05",1063.58,901.51,6.4,43.067032,-70.708293,1,14.2,NA,NA,NA,NA,"S01 S05 S08","S01 S05 S08",6.330886979,12.57993506,2019-07-04 11:05:00
"504","Jonah35","A69-1602-17084","7/4/2019 11:11",1044.52,909.81,6.4,43.067107,-70.708527,10,6.5,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 11:11:00
"505","Jonah35","A69-1602-17084","7/4/2019 11:14",1048.01,909.45,6.4,43.067104,-70.708485,8,4.6,NA,NA,NA,NA,"S01 S02 S05 S08 S09","S01 S02 S05 S08 S09",3.34333392,12.32610668,2019-07-04 11:14:00
"506","Jonah35","A69-1602-17084","7/4/2019 11:17",1072.79,897.61,6.4,43.066997,-70.70818,4,10.4,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",5.48788402,10.41872535,2019-07-04 11:17:00
"507","Jonah35","A69-1602-17084","7/4/2019 11:24",1044.45,907.11,6.4,43.067083,-70.708528,10,6.5,NA,NA,NA,NA,"S01 S02 S03 S05 S08","S01 S02 S03 S05 S08",6.060568074,19.76031318,2019-07-04 11:24:00
"508","Jonah35","A69-1602-17084","7/4/2019 12:08",1062.78,902.75,6.4,43.067044,-70.708303,1,26.7,NA,NA,NA,NA,"S01 S03 S08","S01 S03 S08",7.953680643,11.13616152,2019-07-04 12:08:00
"509","Jonah35","A69-1602-17084","7/4/2019 12:11",1041.47,922.18,6.4,43.067219,-70.708565,1,24.3,NA,NA,NA,NA,"S01 S02 S05","S01 S02 S05",7.851043107,10.82398322,2019-07-04 12:11:00
"510","Jonah35","A69-1602-17084","7/4/2019 12:25",1046.13,910.85,6.4,43.067117,-70.708508,7,3.6,NA,NA,NA,NA,"S01 S03 S05 S08 S13","S01 S03 S05 S08 S13",4.402625536,16.52141732,2019-07-04 12:25:00
"511","Jonah35","A69-1602-17084","7/4/2019 12:32",1046.12,912.06,6.4,43.067127,-70.708508,18,2.9,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S11","S01 S02 S03 S05 S08 S11",2.024732046,6.455419845,2019-07-04 12:32:00
"512","Jonah35","A69-1602-17084","7/4/2019 12:38",1041.52,912.81,6.4,43.067134,-70.708564,8,4.2,NA,NA,NA,NA,"S01 S03 S05 S08 S09","S01 S03 S05 S08 S09",3.34333392,12.32610668,2019-07-04 12:38:00
"513","Jonah35","A69-1602-17084","7/4/2019 12:41",1046.27,909.35,6.4,43.067103,-70.708506,4,7,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",6.060568074,19.76031318,2019-07-04 12:41:00
"514","Jonah35","A69-1602-17084","7/4/2019 12:51",1048.95,911.87,6.4,43.067126,-70.708473,4,7.5,NA,NA,NA,NA,"S02 S03 S05 S08","S02 S03 S05 S08",4.345514993,9.541941744,2019-07-04 12:51:00
"515","Jonah35","A69-1602-17084","7/4/2019 13:00",1049.41,913.61,6.4,43.067141,-70.708467,4,7.4,NA,NA,NA,NA,"S02 S03 S05 S08","S02 S03 S05 S08",4.345514993,9.541941744,2019-07-04 13:00:00
"516","Jonah35","A69-1602-17084","7/4/2019 13:05",1048.94,916.06,6.4,43.067163,-70.708473,16,2.7,NA,NA,NA,NA,"S01 S03 S05 S08 S09 S11","S01 S03 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 13:05:00
"517","Jonah35","A69-1602-17084","7/4/2019 13:11",1046.58,920.36,6.4,43.067202,-70.708502,9,2.8,NA,NA,NA,NA,"S05 S08 S09 S10 S11","S05 S08 S09 S10 S11",2.024732046,6.455419845,2019-07-04 13:11:00
"518","Jonah35","A69-1602-17084","7/4/2019 13:13",1046.43,918.81,6.4,43.067188,-70.708504,8,2.9,NA,NA,NA,NA,"S03 S05 S08 S09 S11","S03 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 13:13:00
"519","Jonah35","A69-1602-17084","7/4/2019 13:16",1044.84,919.9,6.4,43.067198,-70.708524,8,2.8,NA,NA,NA,NA,"S03 S05 S08 S09 S11","S03 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 13:16:00
"520","Jonah35","A69-1602-17084","7/4/2019 13:34",1045.61,920.95,6.4,43.067207,-70.708514,1,7.1,NA,NA,NA,NA,"S08 S09 S11","S08 S09 S11",4.345514993,9.541941744,2019-07-04 13:34:00
"521","Jonah35","A69-1602-17084","7/4/2019 13:40",1051.95,922.34,6.4,43.06722,-70.708436,1,10.6,NA,NA,NA,NA,"S01 S05 S08","S01 S05 S08",5.48788402,10.41872535,2019-07-04 13:40:00
"522","Jonah35","A69-1602-17084","7/4/2019 13:45",1044.79,925.33,6.4,43.067247,-70.708524,8,4.3,NA,NA,NA,NA,"S01 S03 S05 S08 S09","S01 S03 S05 S08 S09",3.34333392,12.32610668,2019-07-04 13:45:00
"523","Jonah35","A69-1602-17084","7/4/2019 13:51",1043.76,926.83,6.4,43.06726,-70.708537,17,3.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09","S01 S02 S03 S05 S08 S09",4.402625536,16.52141732,2019-07-04 13:51:00
"524","Jonah35","A69-1602-17084","7/4/2019 13:53",1044.11,927.13,6.4,43.067263,-70.708532,17,3.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09","S01 S02 S03 S05 S08 S09",4.402625536,16.52141732,2019-07-04 13:53:00
"525","Jonah35","A69-1602-17084","7/4/2019 13:55",1044.36,926.41,6.4,43.067257,-70.708529,8,4.2,NA,NA,NA,NA,"S01 S02 S05 S08 S09","S01 S02 S05 S08 S09",3.34333392,12.32610668,2019-07-04 13:55:00
"526","Jonah35","A69-1602-17084","7/4/2019 13:58",1043.97,927.63,6.4,43.067268,-70.708534,1,9.3,NA,NA,NA,NA,"S01 S05 S08","S01 S05 S08",4.078874528,8.622159397,2019-07-04 13:58:00
"527","Jonah35","A69-1602-17084","7/4/2019 14:00",1048.39,923.87,6.4,43.067234,-70.70848,1,10.1,NA,NA,NA,NA,"S01 S05 S08","S01 S05 S08",5.48788402,10.41872535,2019-07-04 14:00:00
"528","Jonah35","A69-1602-17084","7/4/2019 14:02",1055.66,941.71,6.4,43.067394,-70.708391,2,22,NA,NA,NA,NA,"S08 S09 S13 S14","S08 S09 S13 S14",7.160671782,11.42423565,2019-07-04 14:02:00
"529","Jonah35","A69-1602-17084","7/4/2019 14:04",1045.25,927.45,6.4,43.067266,-70.708518,13,2.9,NA,NA,NA,NA,"S01 S02 S03 S08 S09 S10 S11 S15","S01 S02 S09 S10 S11 S15",2.024732046,6.455419845,2019-07-04 14:04:00
"530","Jonah35","A69-1602-17084","7/4/2019 14:09",1043.92,926.64,6.4,43.067259,-70.708535,17,2.6,NA,NA,NA,NA,"S01 S05 S08 S09 S10 S11","S01 S05 S08 S09 S10 S11",2.024732046,6.455419845,2019-07-04 14:09:00
"531","Jonah35","A69-1602-17084","7/4/2019 14:12",1041.67,928.61,6.4,43.067276,-70.708562,2,6.2,NA,NA,NA,NA,"S08 S09 S11 S14","S08 S09 S11 S14",6.060568074,19.76031318,2019-07-04 14:12:00
"532","Jonah35","A69-1602-17084","7/4/2019 14:15",1036.74,928.25,6.4,43.067273,-70.708623,4,5.9,NA,NA,NA,NA,"S01 S02 S05 S08","S01 S02 S05 S08",4.890255191,19.61112565,2019-07-04 14:15:00
"533","Jonah35","A69-1602-17084","7/4/2019 14:28",1040.81,924.13,6.4,43.067236,-70.708573,12,2.8,NA,NA,NA,NA,"S05 S08 S09 S10 S11 S14","S05 S08 S09 S10 S11 S14",2.024732046,6.455419845,2019-07-04 14:28:00
"534","Jonah35","A69-1602-17084","7/4/2019 14:31",1046.49,922.79,6.4,43.067224,-70.708503,8,4.4,NA,NA,NA,NA,"S01 S02 S05 S08 S09","S01 S02 S05 S08 S09",3.34333392,12.32610668,2019-07-04 14:31:00
"535","Jonah35","A69-1602-17084","7/4/2019 14:55",1035.71,920.46,6.4,43.067203,-70.708636,18,2.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 14:55:00
"536","Jonah35","A69-1602-17084","7/4/2019 14:58",1034.21,921.52,6.4,43.067213,-70.708654,7,3.1,NA,NA,NA,NA,"S01 S03 S08 S09 S11","S01 S03 S08 S09 S11",4.402625536,16.52141732,2019-07-04 14:58:00
"537","Jonah35","A69-1602-17084","7/4/2019 15:01",1034.19,921.13,6.4,43.067209,-70.708654,11,2.9,NA,NA,NA,NA,"S01 S03 S08 S09 S10 S11 S14","S01 S08 S09 S10 S11 S14",2.024732046,6.455419845,2019-07-04 15:01:00
"538","Jonah35","A69-1602-17084","7/4/2019 15:08",1032.13,922.1,6.4,43.067218,-70.708679,18,2.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 15:08:00
"539","Jonah35","A69-1602-17084","7/4/2019 15:11",1033.74,924.6,6.4,43.06724,-70.70866,14,2.9,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11 S12","S01 S02 S09 S10 S11 S12",2.024732046,6.455419845,2019-07-04 15:11:00
"540","Jonah35","A69-1602-17084","7/4/2019 15:13",1033.34,923.78,6.4,43.067233,-70.708665,18,2.7,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S11","S01 S02 S05 S09 S10 S11",2.024732046,6.455419845,2019-07-04 15:13:00
"541","Jonah35","A69-1602-17084","7/4/2019 15:20",1031.56,924.8,6.4,43.067242,-70.708687,8,2.8,NA,NA,NA,NA,"S01 S05 S08 S09 S11","S01 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 15:20:00
"542","Jonah35","A69-1602-17084","7/4/2019 15:23",1032.71,925.18,6.4,43.067246,-70.708672,12,2.7,NA,NA,NA,NA,"S01 S05 S08 S09 S11 S14","S01 S05 S08 S09 S11 S14",2.024732046,6.455419845,2019-07-04 15:23:00
"543","Jonah35","A69-1602-17084","7/4/2019 15:28",1033.47,926.1,6.4,43.067254,-70.708663,1,6.3,NA,NA,NA,NA,"S01 S05 S10","S01 S05 S10",6.060568074,19.76031318,2019-07-04 15:28:00
"544","Jonah35","A69-1602-17084","7/4/2019 15:30",1032.32,926.47,6.4,43.067257,-70.708677,8,2.8,NA,NA,NA,NA,"S01 S05 S08 S09 S11","S01 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 15:30:00
"545","Jonah35","A69-1602-17084","7/4/2019 15:32",1034.1,927.37,6.4,43.067265,-70.708655,1,6.3,NA,NA,NA,NA,"S01 S09 S10","S01 S09 S10",6.060568074,19.76031318,2019-07-04 15:32:00
"546","Jonah35","A69-1602-17084","7/4/2019 15:34",1031.82,927.17,6.4,43.067263,-70.708683,9,3.1,NA,NA,NA,NA,"S01 S03 S05 S08 S09 S10 S11 S13 S14","S01 S09 S10 S11 S13 S14",4.402625536,16.52141732,2019-07-04 15:34:00
"547","Jonah35","A69-1602-17084","7/4/2019 15:36",1032.47,927.33,6.4,43.067265,-70.708675,9,2.8,NA,NA,NA,NA,"S01 S05 S08 S10 S11","S01 S05 S08 S10 S11",2.024732046,6.455419845,2019-07-04 15:36:00
"548","Jonah35","A69-1602-17084","7/4/2019 15:38",1028.6,933.16,6.4,43.067317,-70.708723,4,9.3,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S10 S11 S13 S14 S15","S09 S11 S13 S14 S15",4.078874528,8.622159397,2019-07-04 15:38:00
"549","Jonah35","A69-1602-17084","7/4/2019 15:40",1031.47,927.6,6.4,43.067267,-70.708688,14,3.2,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S10 S14","S01 S02 S05 S09 S10 S14",4.402625536,16.52141732,2019-07-04 15:40:00
"550","Jonah35","A69-1602-17084","7/4/2019 15:45",1029.46,930.35,6.4,43.067292,-70.708712,11,2.9,NA,NA,NA,NA,"S01 S03 S08 S09 S10 S11 S14","S01 S08 S09 S10 S11 S14",2.024732046,6.455419845,2019-07-04 15:45:00
"551","Jonah35","A69-1602-17084","7/4/2019 15:48",1027.46,930.99,6.4,43.067298,-70.708737,9,2.8,NA,NA,NA,NA,"S01 S05 S08 S10 S11","S01 S05 S08 S10 S11",2.024732046,6.455419845,2019-07-04 15:48:00
"552","Jonah35","A69-1602-17084","7/4/2019 15:50",1026.69,931.25,6.4,43.0673,-70.708746,15,2.8,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S11 S14","S01 S02 S05 S09 S11 S14",2.024732046,6.455419845,2019-07-04 15:50:00
"553","Jonah35","A69-1602-17084","7/4/2019 15:53",1026.13,927.22,6.4,43.067264,-70.708753,6,8.9,NA,NA,NA,NA,"S01 S05 S08 S09 S10 S11 S13 S14 S15","S09 S11 S13 S14 S15",4.245424415,10.61916027,2019-07-04 15:53:00
"554","Jonah35","A69-1602-17084","7/4/2019 15:56",1021.3,930.09,6.4,43.06729,-70.708813,9,3.3,NA,NA,NA,NA,"S02 S08 S09 S10 S11 S14 S15","S02 S09 S10 S11 S14 S15",4.402625536,16.52141732,2019-07-04 15:56:00
"555","Jonah35","A69-1602-17084","7/4/2019 16:08",1018.52,926.7,6.4,43.067259,-70.708847,9,6.1,NA,NA,NA,NA,"S01 S08 S09 S13 S14 S15","S01 S08 S09 S13 S14 S15",6.060568074,19.76031318,2019-07-04 16:08:00
"556","Jonah35","A69-1602-17084","7/4/2019 16:21",1007.7,924.72,6.4,43.067241,-70.708979,3,19.9,NA,NA,NA,NA,"S08 S09 S13 S15","S08 S09 S13 S15",6.460998832,10.4789025,2019-07-04 16:21:00
"557","Jonah35","A69-1602-17084","7/4/2019 16:27",1013.58,916.65,6.4,43.067169,-70.708907,8,8.1,NA,NA,NA,NA,"S01 S03 S05 S08 S09 S10 S11 S13 S14 S15","S09 S10 S11 S13 S14 S15",4.245424415,10.61916027,2019-07-04 16:27:00
"558","Jonah35","A69-1602-17084","7/4/2019 16:41",998.26,911.23,6.4,43.06712,-70.709095,1,16.7,NA,NA,NA,NA,"S08 S09 S13","S08 S09 S13",6.560360945,13.72039801,2019-07-04 16:41:00
"559","Jonah35","A69-1602-17084","7/4/2019 16:44",1005.44,930.08,6.4,43.06729,-70.709007,1,6.2,NA,NA,NA,NA,"S01 S05 S08","S01 S05 S08",6.060568074,19.76031318,2019-07-04 16:44:00
"560","Jonah35","A69-1602-17084","7/4/2019 16:46",1008.87,928.25,6.4,43.067273,-70.708965,17,2.7,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S11","S01 S02 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 16:46:00
"561","Jonah35","A69-1602-17084","7/4/2019 16:49",1008.4,924.33,6.4,43.067238,-70.708971,12,3.3,NA,NA,NA,NA,"S01 S02 S05 S08 S09 S11 S13 S14 S15","S02 S09 S11 S13 S14 S15",4.402625536,16.52141732,2019-07-04 16:49:00
"562","Jonah35","A69-1602-17084","7/4/2019 16:54",1008.59,930.52,6.4,43.067294,-70.708969,2,9.2,NA,NA,NA,NA,"S01 S08 S13 S14","S01 S08 S13 S14",4.078874528,8.622159397,2019-07-04 16:54:00
"563","Jonah35","A69-1602-17084","7/4/2019 16:57",1009.35,928.5,6.4,43.067275,-70.708959,9,6.1,NA,NA,NA,NA,"S01 S08 S09 S13 S14 S15","S01 S08 S09 S13 S14 S15",6.060568074,19.76031318,2019-07-04 16:57:00
"564","Jonah35","A69-1602-17084","7/4/2019 16:59",1007.15,930.41,6.4,43.067293,-70.708986,1,6.2,NA,NA,NA,NA,"S05 S08 S09","S05 S08 S09",6.060568074,19.76031318,2019-07-04 16:59:00
"565","Jonah35","A69-1602-17084","7/4/2019 17:03",1006.51,928.3,6.4,43.067274,-70.708994,1,15.4,NA,NA,NA,NA,"S01 S02 S05","S01 S02 S05",6.232377433,12.40730681,2019-07-04 17:03:00
"566","Jonah35","A69-1602-17084","7/4/2019 17:09",1005.27,933.2,6.4,43.067318,-70.709009,1,6.1,NA,NA,NA,NA,"S01 S05 S08","S01 S05 S08",6.060568074,19.76031318,2019-07-04 17:09:00
"567","Jonah35","A69-1602-17084","7/4/2019 17:12",1006.33,932.38,6.4,43.06731,-70.708996,17,3.2,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09","S01 S02 S03 S05 S08 S09",4.402625536,16.52141732,2019-07-04 17:12:00
"568","Jonah35","A69-1602-17084","7/4/2019 17:17",1001.64,932.38,6.4,43.06731,-70.709054,8,2.9,NA,NA,NA,NA,"S01 S05 S08 S09 S11","S01 S05 S08 S09 S11",2.024732046,6.455419845,2019-07-04 17:17:00
"569","Jonah35","A69-1602-17084","7/4/2019 17:22",1000.04,914.85,6.4,43.067152,-70.709073,7,16.8,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09 S10 S12 S13 S14 S15","S09 S10 S12 S13 S14 S15",6.560360945,13.72039801,2019-07-04 17:22:00
"570","Jonah35","A69-1602-17084","7/4/2019 17:25",995.36,936.29,6.4,43.067346,-70.709131,17,3,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S09","S01 S02 S03 S05 S08 S09",2.024732046,6.455419845,2019-07-04 17:25:00
"571","Jonah35","A69-1602-17084","7/4/2019 17:27",995.61,937.69,6.4,43.067358,-70.709128,13,3,NA,NA,NA,NA,"S01 S02 S03 S05 S08 S13 S14","S01 S02 S05 S08 S13 S14",2.024732046,6.455419845,2019-07-04 17:27:00
